,,,,,,,,,,,,,,Type of Payment code,Vehicle Code
,,,392,Sat,Aug,21,10:40:29,2021,318251,,,,,,
,,,393,Sat,Aug,21,13:30:56,2021,1018828,,,,4929,,
,,,394,Sun,Aug,,8,17:03:19,2021,4329135,,,,,
,,,395,Tue,Aug,,3,22:42:16,2021,5510586,,,,,
,,,396,Mon,Aug,16,07:20:43,2021,1292686,,,,4644,,
,,,397,Thu,Aug,,5,01:52:17,2021,2875806,,,,,
,,,398,Sat,Jul,31,08:15:24,2021,5025963,,,,4534,,
,,,399,Sat,Aug,14,05:27:21,2021,2358436,,,,4835,,
,,,400,Fri,Aug,20,07:33:43,2021,4363896,,,,4280,,
,,,401,Fri,Aug,,6,02:08:16,2021,7051510,,,,,
,,,402,Fri,Aug,,6,13:29:57,2021,5575517,,,,,
,,,403,Sat,Jul,31,00:10:02,2021,2930078,,,,5010,,
,,,404,Thu,Jul,29,15:14:45,2021,1439079,,,,4048,,
,,,405,Mon,Aug,,9,16:59:57,2021,2085626,,,,,
,,,406,Mon,Aug,,9,16:41:38,2021,809065,,,,VC965,
,,,407,Fri,Aug,,6,06:10:52,2021,4100648,,,,,
,,,408,Thu,Aug,19,11:38:52,2021,9745831,,,,4078,,
,,,409,Fri,Aug,,6,03:00:46,2021,7337960,,,,,
,,,410,Tue,Aug,10,15:04:38,2021,3612246,,,,4973,,
,,,411,Tue,Aug,10,19:31:40,2021,8601164,,,,4699,,
,,,412,Sat,Jul,31,15:35:09,2021,6123311,,,,4136,,
,,,413,Mon,Aug,,2,08:29:14,2021,3507029,,,,,
,,,414,Tue,Aug,,3,10:38:37,2021,1725151,,,,,
,,,415,Wed,Aug,11,11:29:02,2021,8860504,,,,4134,,
,,,416,Sat,Aug,,7,22:59:56,2021,2017681,,,,,
,,,417,Sat,Aug,,7,23:16:29,2021,8183479,,,,,
,,,418,Tue,Aug,17,02:49:59,2021,8811914,,,,4892,,
,,,419,Sun,Aug,15,00:53:46,2021,9631688,,,,4230,,
,,,420,Mon,Aug,,9,02:25:32,2021,8193463,,,,,
,,,421,Tue,Aug,,3,19:54:41,2021,1766709,,,,,
,,,422,Tue,Aug,10,08:15:41,2021,4909497,,,,4605,,
,,,423,Thu,Aug,19,16:48:08,2021,7279029,,,,4188,,
,,,424,Wed,Aug,18,14:23:40,2021,4791619,,,,4001,,
,,,425,Sat,Aug,,7,09:05:10,2021,8712036,,,,,
,,,426,Thu,Aug,19,04:58:15,2021,4973747,,,,4456,,
,,,427,Sun,Aug,,1,04:42:52,2021,2800039,,,,,
,,,428,Thu,Aug,,5,14:45:19,2021,9337207,,,,,
,,,429,Wed,Aug,11,06:53:51,2021,9220703,,,,4386,,
,,,430,Thu,Aug,12,03:06:56,2021,5090710,,,,4671,,
,,,431,Wed,Aug,18,01:59:31,2021,9726834,,,,4785,,
,,,432,Fri,Aug,20,20:39:23,2021,8464288,,,,4698,,
,,,433,Tue,Aug,10,07:41:38,2021,2918487,,,,4167,,
,,,434,Sun,Aug,,8,15:32:55,2021,6975253,,,,,
,,,435,Sat,Jul,31,05:54:57,2021,873000,,,,,,
,,,436,Thu,Aug,,5,12:16:13,2021,7144030,,,,,
,,,437,Wed,Aug,18,23:08:31,2021,74751,,,,,VC965,
,,,438,Mon,Aug,16,15:31:24,2021,3092624,,,,4574,,
,,,439,Thu,Aug,19,23:08:03,2021,8043044,,,,4712,,
,,,440,Thu,Aug,19,18:40:24,2021,6763315,,,,4056,,
,,,441,Thu,Aug,,5,08:14:28,2021,7665718,,,,,
,,,442,Wed,Aug,18,05:43:44,2021,2030697,,,,4558,,
,,,443,Mon,Aug,,2,03:52:31,2021,3546362,,,,,
,,,444,Mon,Aug,16,00:20:11,2021,5579622,,,,4581,,
,,,445,Mon,Aug,,9,16:40:36,2021,6766212,,,,,
,,,446,Thu,Aug,19,02:55:39,2021,8678822,,,,4722,,
,,,447,Thu,Aug,12,17:06:06,2021,2515206,,,,4223,,
,,,448,Mon,Aug,16,18:09:47,2021,9647104,,,,4576,,
,,,449,Fri,Aug,,6,12:07:31,2021,8363585,,,,,
,,,450,Sat,Aug,14,22:43:39,2021,954814,,,,,,
,,,451,Fri,Jul,30,15:15:49,2021,3500082,,,,4475,,
,,,452,Thu,Jul,29,22:44:15,2021,4302933,,,,4888,,
,,,453,Sat,Aug,21,11:38:46,2021,1281592,,,,4986,,
,,,454,Wed,Aug,11,09:22:42,2021,1668996,,,,4172,,
,,,455,Thu,Aug,19,19:22:53,2021,2799295,,,,4374,,
,,,456,Tue,Aug,10,12:54:07,2021,155498,,,,,,
,,,457,Sat,Aug,21,16:57:14,2021,3127161,,,,4072,,
,,,458,Thu,Aug,19,16:29:39,2021,8415963,,,,4067,,
,,,459,Thu,Aug,,5,03:33:30,2021,4507082,,,,,
,,,460,Fri,Aug,13,09:00:36,2021,7935251,,,,4729,,
,,,461,Wed,Aug,11,19:02:46,2021,2868406,,,,4451,,
,,,462,Mon,Aug,,2,19:31:03,2021,2337912,,,,,
,,,463,Mon,Aug,16,16:30:43,2021,3881228,,,,4920,,
,,,464,Wed,Aug,11,01:51:46,2021,5263238,,,,4991,,
,,,465,Sun,Aug,15,04:25:10,2021,4571658,,,,4622,,
,,,466,Thu,Aug,19,23:55:54,2021,3017277,,,,4642,,
,,,467,Sun,Aug,22,03:51:32,2021,9879687,,,,4158,,
,,,468,Fri,Aug,13,10:00:03,2021,4056126,,,,4392,,
,,,469,Thu,Aug,,5,13:34:50,2021,6201597,,,,,
,,,470,Tue,Aug,,3,01:04:46,2021,5063598,,,,,
,,,471,Sun,Aug,15,06:09:40,2021,4666427,,,,4328,,
,,,472,Sun,Aug,15,08:07:00,2021,9169123,,,,4038,,
,,,473,Sun,Aug,22,16:23:05,2021,3521342,,,,4129,,
,,,474,Fri,Jul,30,07:28:31,2021,4997147,,,,4478,,
,,,475,Tue,Aug,,3,04:49:32,2021,4334699,,,,,
,,,476,Sun,Aug,,1,16:32:40,2021,3896955,,,,,
,,,477,Sun,Aug,,1,14:13:06,2021,685502,,,,VC965,
,,,478,Wed,Aug,,4,06:20:23,2021,3723750,,,,,
,,,479,Sun,Aug,22,14:50:30,2021,8981107,,,,4585,,
,,,480,Sun,Aug,15,07:08:24,2021,8161215,,,,4060,,
,,,481,Sat,Aug,21,11:14:40,2021,5494532,,,,4839,,
,,,482,Wed,Aug,11,20:32:07,2021,4709167,,,,4442,,
,,,483,Sun,Aug,22,05:19:54,2021,326314,,,,,,
,,,484,Thu,Jul,29,14:21:36,2021,256879,,,,,,
,,,485,Fri,Jul,30,11:05:14,2021,5763581,,,,4753,,
,,,486,Tue,Aug,17,18:49:46,2021,8131510,,,,4437,,
,,,487,Mon,Aug,,9,03:42:43,2021,8025290,,,,,
,,,488,Fri,Jul,30,01:56:01,2021,1988177,,,,4032,,
,,,489,Sun,Aug,,8,00:30:25,2021,8145530,,,,,
,,,490,Tue,Aug,10,06:44:29,2021,3562599,,,,4909,,
,,,491,Tue,Aug,17,16:54:51,2021,1916677,,,,4036,,
,,,492,Wed,Aug,18,06:21:04,2021,6726273,,,,4096,,
,,,493,Wed,Aug,,4,23:24:38,2021,8523480,,,,,
,,,494,Thu,Aug,19,00:56:38,2021,1631685,,,,4573,,
,,,495,Sat,Aug,14,03:33:50,2021,9252011,,,,4675,,
,,,496,Sat,Aug,21,22:03:13,2021,7300558,,,,4480,,
,,,497,Wed,Aug,,4,15:40:58,2021,848840,,,,VC965,
,,,498,Fri,Aug,13,20:46:37,2021,4739032,,,,4749,,
,,,499,Mon,Aug,,2,12:44:36,2021,1489777,,,,,
,,,500,Thu,Aug,,5,17:09:26,2021,7710222,,,,,
,,,501,Fri,Aug,13,02:03:31,2021,6885916,,,,4656,,
,,,502,Wed,Aug,,4,18:50:39,2021,1900389,,,,,
,,,503,Tue,Aug,17,22:35:16,2021,4875056,,,,4289,,
,,,504,Sat,Aug,14,04:09:11,2021,9306326,,,,4860,,
,,,505,Thu,Aug,12,11:53:39,2021,8211013,,,,4130,,
,,,506,Tue,Aug,,3,16:42:19,2021,6412488,,,,,
,,,507,Fri,Aug,,6,07:58:40,2021,8703705,,,,,
,,,508,Thu,Aug,12,06:47:15,2021,278147,,,,,,
,,,509,Mon,Aug,16,12:14:34,2021,960545,,,,,,
,,,510,Wed,Aug,18,12:30:35,2021,6056685,,,,4711,,
,,,511,Wed,Aug,,4,20:40:31,2021,4273899,,,,,
,,,512,Sat,Aug,,7,11:34:45,2021,7485577,,,,,
,,,513,Mon,Aug,16,20:54:00,2021,120233,,,,,,
,,,514,Tue,Aug,,3,01:50:31,2021,2438318,,,,,
,,,515,Tue,Aug,,3,09:35:23,2021,5100664,,,,,
,,,516,Mon,Aug,16,05:42:59,2021,3119836,,,,4838,,
,,,517,Fri,Jul,30,16:54:19,2021,5631034,,,,4203,,
,,,518,Tue,Aug,17,11:29:11,2021,8228986,,,,4447,,
,,,519,Wed,Aug,,4,07:19:27,2021,434238,,,,VC965,
,,,520,Sat,Jul,31,15:12:19,2021,7664842,,,,4276,,
,,,521,Tue,Aug,,3,13:29:48,2021,7262675,,,,,
,,,522,Sat,Aug,14,01:05:23,2021,9771276,,,,4332,,
,,,523,Sun,Aug,22,08:29:54,2021,9842071,,,,4654,,
,,,524,Wed,Aug,,4,04:09:56,2021,1914947,,,,,
,,,525,Fri,Jul,30,17:17:39,2021,1955268,,,,4864,,
,,,526,Sun,Aug,,1,07:35:06,2021,5515957,,,,,
,,,527,Sun,Aug,22,09:39:42,2021,8622096,,,,4646,,
,,,528,Tue,Aug,17,07:32:18,2021,8753559,,,,4767,,
,,,529,Thu,Aug,12,01:36:59,2021,3601495,,,,4596,,
,,,530,Fri,Jul,30,14:30:56,2021,2025847,,,,4616,,
,,,531,Wed,Aug,,4,05:06:49,2021,9026973,,,,,
,,,532,Thu,Aug,19,16:40:17,2021,4905006,,,,4747,,
,,,533,Sun,Aug,,8,06:59:35,2021,3836559,,,,,
,,,534,Thu,Jul,29,11:33:13,2021,280707,,,,,,
,,,535,Fri,Aug,,6,09:14:44,2021,1636541,,,,,
,,,536,Fri,Jul,30,23:12:08,2021,7979017,,,,4445,,
,,,537,Fri,Aug,13,15:13:57,2021,7543450,,,,4189,,
,,,538,Sun,Aug,,8,21:10:36,2021,2205725,,,,,
,,,539,Wed,Aug,11,03:02:20,2021,4863506,,,,4436,,
,,,540,Sat,Aug,14,10:42:45,2021,2456417,,,,4658,,
,,,541,Sun,Aug,,1,22:18:45,2021,3298279,,,,,
,,,542,Sun,Aug,,1,05:51:52,2021,6406520,,,,,
,,,543,Tue,Aug,10,23:03:49,2021,7381678,,,,4522,,
,,,544,Thu,Jul,29,13:29:37,2021,7377775,,,,4856,,
,,,545,Fri,Jul,30,18:20:15,2021,5957136,,,,4669,,
,,,546,Sun,Aug,15,20:31:58,2021,9491195,,,,4096,,
,,,547,Wed,Aug,,4,21:58:50,2021,7578723,,,,,
,,,548,Wed,Aug,,4,16:17:42,2021,7567440,,,,,
,,,549,Mon,Aug,16,05:33:09,2021,4296882,,,,4402,,
,,,550,Wed,Aug,,4,07:09:08,2021,6011023,,,,,
,,,551,Tue,Aug,17,14:43:54,2021,6498517,,,,4282,,
,,,552,Wed,Aug,11,23:34:57,2021,2421022,,,,4553,,
,,,553,Tue,Aug,17,01:08:43,2021,6247569,,,,4318,,
,,,554,Sun,Aug,,8,00:12:08,2021,7335690,,,,,
,,,555,Sat,Aug,21,18:52:48,2021,5557139,,,,4622,,
,,,556,Thu,Aug,12,13:31:35,2021,3606424,,,,4352,,
,,,557,Tue,Aug,,3,01:12:48,2021,213742,,,,VCD2F,
,,,558,Tue,Aug,10,05:50:23,2021,271972,,,,,,
,,,559,Tue,Aug,,3,04:44:19,2021,8708305,,,,,
,,,560,Sat,Aug,14,16:15:26,2021,5595295,,,,4538,,
,,,561,Mon,Aug,,2,08:07:34,2021,4047163,,,,,
,,,562,Sun,Aug,,1,00:57:14,2021,7410078,,,,,
,,,563,Sat,Aug,14,05:50:30,2021,799900,,,,,,
,,,564,Thu,Aug,12,23:19:11,2021,3628285,,,,4855,,
,,,565,Mon,Aug,,2,01:08:32,2021,1238213,,,,,
,,,566,Wed,Aug,18,00:54:22,2021,3114925,,,,4106,,
,,,567,Wed,Aug,,4,14:20:15,2021,8007927,,,,,
,,,568,Fri,Aug,,6,01:11:44,2021,7112490,,,,,
,,,569,Thu,Aug,19,01:13:28,2021,7937564,,,,4506,,
,,,570,Fri,Aug,13,23:32:55,2021,6811197,,,,4181,,
,,,571,Sun,Aug,15,22:32:37,2021,8837823,,,,4423,,
,,,572,Wed,Aug,,4,01:35:34,2021,8370925,,,,,
,,,573,Fri,Jul,30,20:11:56,2021,2912692,,,,4427,,
,,,574,Tue,Aug,10,16:10:19,2021,1704930,,,,4985,,
,,,575,Thu,Aug,19,07:55:38,2021,9828050,,,,4494,,
,,,576,Thu,Jul,29,14:17:48,2021,8691508,,,,4472,,
,,,577,Mon,Aug,16,08:36:18,2021,5350555,,,,4222,,
,,,578,Thu,Aug,12,11:21:14,2021,87473,,,,,VCB43,
,,,579,Wed,Aug,18,23:24:41,2021,1402344,,,,4447,,
,,,580,Fri,Aug,20,18:01:26,2021,604087,,,,,,
,,,581,Sat,Aug,,7,05:29:19,2021,9100282,,,,,
,,,582,Mon,Aug,16,09:49:12,2021,2977249,,,,4793,,
,,,583,Sat,Aug,,7,03:43:24,2021,100740,,,,VC965,
,,,584,Sun,Aug,15,04:37:00,2021,176275,,,,,,
,,,585,Mon,Aug,,2,08:14:54,2021,3656732,,,,,
,,,586,Fri,Aug,20,14:26:22,2021,448181,,,,,,
,,,587,Tue,Aug,17,02:57:33,2021,7035330,,,,4048,,
,,,588,Sun,Aug,,8,12:42:51,2021,6030362,,,,,
,,,589,Sun,Aug,,1,02:08:15,2021,7220576,,,,,
,,,590,Mon,Aug,,2,02:55:18,2021,1125429,,,,,
,,,591,Tue,Aug,17,07:35:42,2021,9725410,,,,4188,,
,,,592,Tue,Aug,17,05:16:38,2021,7233815,,,,4961,,
,,,593,Sun,Aug,22,11:37:54,2021,9779572,,,,4913,,
,,,594,Fri,Aug,13,05:56:53,2021,9495937,,,,4071,,
,,,595,Sat,Aug,,7,03:02:35,2021,9617462,,,,,
,,,596,Sat,Aug,,7,04:07:08,2021,8297055,,,,,
,,,597,Wed,Aug,,4,06:47:42,2021,4910789,,,,,
,,,598,Sat,Aug,,7,09:19:48,2021,1795010,,,,,
,,,599,Fri,Aug,,6,11:42:14,2021,1885601,,,,,
,,,600,Sun,Aug,,8,22:24:25,2021,4547568,,,,,
,,,601,Sun,Aug,,8,21:18:52,2021,8915435,,,,,
,,,602,Wed,Aug,18,21:20:47,2021,6178034,,,,4349,,
,,,603,Sat,Jul,31,19:25:50,2021,1203830,,,,4197,,
,,,604,Sun,Aug,22,16:07:57,2021,6687177,,,,4763,,
,,,605,Wed,Aug,11,04:00:20,2021,4272576,,,,4933,,
,,,606,Thu,Aug,,5,07:32:55,2021,8019404,,,,,
,,,607,Sat,Aug,21,15:05:13,2021,6637613,,,,4706,,
,,,608,Wed,Aug,18,21:39:19,2021,4093668,,,,4538,,
,,,609,Tue,Aug,17,14:56:04,2021,6432466,,,,4384,,
,,,610,Sun,Aug,,1,01:07:30,2021,6224747,,,,,
,,,611,Sun,Aug,,8,13:12:58,2021,1106516,,,,,
,,,612,Tue,Aug,17,22:51:27,2021,2028559,,,,4709,,
,,,613,Tue,Aug,10,23:10:02,2021,7244363,,,,4876,,
,,,614,Thu,Aug,,5,06:57:10,2021,630060,,,,VC965,
,,,615,Sun,Aug,,1,18:02:23,2021,2402303,,,,,
,,,616,Mon,Aug,,2,20:55:27,2021,6921835,,,,,
,,,617,Mon,Aug,16,01:19:24,2021,4721228,,,,4797,,
,,,618,Fri,Aug,13,15:17:30,2021,9228124,,,,4697,,
,,,619,Tue,Aug,17,09:19:10,2021,1749235,,,,5006,,
,,,620,Sun,Aug,22,04:37:03,2021,8040472,,,,4154,,
,,,621,Wed,Aug,18,08:19:46,2021,693334,,,,,,
,,,622,Wed,Aug,11,14:55:38,2021,2858446,,,,4919,,
,,,623,Wed,Aug,11,12:54:38,2021,8763548,,,,4030,,
,,,624,Mon,Aug,,2,05:07:45,2021,4024297,,,,,
,,,625,Sun,Aug,15,22:47:42,2021,4363442,,,,4810,,
,,,626,Mon,Aug,,2,14:33:38,2021,3403611,,,,,
,,,627,Thu,Aug,,5,15:33:15,2021,1595918,,,,,
,,,628,Sat,Aug,21,08:47:46,2021,3632725,,,,4434,,
,,,629,Fri,Aug,13,09:06:03,2021,7371447,,,,4323,,
,,,630,Sat,Aug,21,08:46:15,2021,6099248,,,,4260,,
,,,631,Sun,Aug,22,08:07:57,2021,1660640,,,,4621,,
,,,632,Mon,Aug,16,16:01:24,2021,1690777,,,,4334,,
,,,633,Tue,Aug,10,08:08:11,2021,1115588,,,,4507,,
,,,634,Sat,Jul,31,14:08:13,2021,352509,,,,,,
,,,635,Mon,Aug,16,16:25:58,2021,7348691,,,,4927,,
,,,636,Mon,Aug,,9,05:15:00,2021,6742693,,,,,
,,,637,Sun,Aug,,8,11:02:00,2021,8887256,,,,,
,,,638,Sat,Jul,31,03:42:19,2021,9285412,,,,4453,,
,,,639,Tue,Aug,,3,11:23:12,2021,1520291,,,,,
,,,640,Sat,Jul,31,21:52:05,2021,5214202,,,,4435,,
,,,641,Wed,Aug,11,00:23:50,2021,6933776,,,,4254,,
,,,642,Thu,Aug,12,00:46:30,2021,3903772,,,,4664,,
,,,643,Fri,Aug,20,22:47:33,2021,5258730,,,,4876,,
,,,644,Sun,Aug,22,15:57:17,2021,1853606,,,,4270,,
,,,645,Mon,Aug,,9,11:42:35,2021,8435752,,,,,
,,,646,Tue,Aug,,3,23:46:30,2021,2536867,,,,,
,,,647,Sat,Aug,14,00:00:51,2021,9418417,,,,4872,,
,,,648,Fri,Aug,,6,01:00:45,2021,8428668,,,,,
,,,649,Tue,Aug,,3,15:37:52,2021,4395137,,,,,
,,,650,Mon,Aug,,2,12:15:01,2021,1030027,,,,,
,,,651,Tue,Aug,10,11:43:45,2021,9415672,,,,4470,,
,,,652,Mon,Aug,,9,01:26:55,2021,7396595,,,,,
,,,653,Fri,Aug,20,06:36:00,2021,9636439,,,,4266,,
,,,654,Fri,Aug,20,09:32:30,2021,3354465,,,,4895,,
,,,655,Sat,Aug,14,00:32:36,2021,5520004,,,,4711,,
,,,656,Tue,Aug,17,00:01:05,2021,5856047,,,,4997,,
,,,657,Fri,Aug,,6,12:04:19,2021,1820040,,,,,
,,,658,Wed,Aug,11,19:59:57,2021,6020442,,,,4809,,
,,,659,Fri,Aug,13,17:23:26,2021,3849475,,,,4908,,
,,,660,Sat,Aug,21,17:15:49,2021,704494,,,,,,
,,,661,Thu,Aug,,5,09:20:33,2021,8603298,,,,,
,,,662,Thu,Aug,12,22:36:25,2021,4799222,,,,4273,,
,,,663,Sat,Aug,21,23:35:39,2021,5004597,,,,4183,,
,,,664,Tue,Aug,,3,06:56:46,2021,7561863,,,,,
,,,665,Tue,Aug,,3,20:06:23,2021,8591617,,,,,
,,,666,Fri,Aug,20,01:05:05,2021,5883883,,,,4258,,
,,,667,Fri,Aug,,6,02:00:59,2021,3813810,,,,,
,,,668,Thu,Aug,,5,14:04:38,2021,2476675,,,,,
,,,669,Fri,Jul,30,20:27:55,2021,5957485,,,,4223,,
,,,670,Tue,Aug,10,06:30:01,2021,6064981,,,,4010,,
,,,671,Thu,Jul,29,17:01:07,2021,6289285,,,,4502,,
,,,672,Thu,Jul,29,16:59:31,2021,6164905,,,,4114,,
,,,673,Fri,Aug,13,22:36:23,2021,2657309,,,,4489,,
,,,674,Thu,Aug,12,07:51:22,2021,1091632,,,,4370,,
,,,675,Sat,Aug,14,08:25:48,2021,6236249,,,,4951,,
,,,676,Sun,Aug,15,20:58:19,2021,8118921,,,,4231,,
,,,677,Sun,Aug,15,07:01:54,2021,4930492,,,,4172,,
,,,678,Thu,Aug,19,17:00:34,2021,213950,,,,,,
,,,679,Fri,Aug,20,02:38:02,2021,2379442,,,,4218,,
,,,680,Mon,Aug,,9,04:39:27,2021,2425063,,,,,
,,,681,Thu,Aug,12,02:50:56,2021,7001575,,,,4297,,
,,,682,Sat,Aug,21,13:25:48,2021,7504072,,,,4920,,
,,,683,Wed,Aug,,4,20:43:10,2021,1083028,,,,,
,,,684,Tue,Aug,10,09:21:43,2021,5262688,,,,4267,,
,,,685,Tue,Aug,,3,09:51:32,2021,1074381,,,,,
,,,686,Fri,Aug,20,18:39:12,2021,3483985,,,,4371,,
,,,687,Tue,Aug,10,01:09:38,2021,3685214,,,,4892,,
,,,688,Fri,Aug,13,03:50:13,2021,5668290,,,,4383,,
,,,689,Tue,Aug,17,11:41:52,2021,2505055,,,,4951,,
,,,690,Thu,Aug,12,09:28:16,2021,8945301,,,,4442,,
,,,691,Sun,Aug,22,10:37:24,2021,8927267,,,,4694,,
,,,692,Thu,Aug,19,16:10:17,2021,9640874,,,,4194,,
,,,693,Fri,Aug,20,01:05:07,2021,5414117,,,,4872,,
,,,694,Fri,Aug,13,03:12:57,2021,560693,,,,,,
,,,695,Tue,Aug,10,08:12:09,2021,7123396,,,,4282,,
,,,696,Mon,Aug,,9,11:55:17,2021,3862669,,,,,
,,,697,Sun,Aug,,8,19:59:42,2021,6074080,,,,,
,,,698,Sun,Aug,,8,04:53:28,2021,4726446,,,,,
,,,699,Sun,Aug,15,03:26:42,2021,8454959,,,,4822,,
,,,700,Tue,Aug,10,10:28:39,2021,5600873,,,,4100,,
,,,701,Sat,Jul,31,15:44:26,2021,246731,,,,,,
,,,702,Wed,Aug,18,09:23:19,2021,6548772,,,,4655,,
,,,703,Sat,Jul,31,16:42:00,2021,1816731,,,,4206,,
,,,704,Wed,Aug,11,17:52:18,2021,6533730,,,,4909,,
,,,705,Mon,Aug,,9,06:15:17,2021,8497957,,,,,
,,,706,Fri,Aug,20,22:15:51,2021,5027644,,,,4378,,
,,,707,Sun,Aug,15,23:04:51,2021,6347920,,,,4808,,
,,,708,Mon,Aug,16,07:18:22,2021,3371782,,,,4302,,
,,,709,Sat,Aug,14,12:59:28,2021,2738537,,,,4221,,
,,,710,Mon,Aug,,2,07:06:01,2021,6929785,,,,,
,,,711,Tue,Aug,10,03:18:53,2021,8904786,,,,4904,,
,,,712,Sun,Aug,15,00:10:07,2021,1565319,,,,4465,,
,,,713,Sun,Aug,15,02:02:22,2021,7209312,,,,4863,,
,,,714,Sat,Jul,31,23:01:19,2021,1035505,,,,4965,,
,,,715,Thu,Aug,12,22:16:26,2021,9949432,,,,4412,,
,,,716,Mon,Aug,,9,07:43:56,2021,3093849,,,,,
,,,717,Tue,Aug,10,20:23:04,2021,8252431,,,,4420,,
,,,718,Sun,Aug,,1,12:03:00,2021,3416177,,,,,
,,,719,Thu,Jul,29,15:44:59,2021,9998600,,,,4108,,
,,,720,Tue,Aug,,3,12:24:20,2021,7560984,,,,,
,,,721,Fri,Aug,,6,04:16:15,2021,8749368,,,,,
,,,722,Mon,Aug,,2,16:46:49,2021,8251411,,,,,
,,,723,Mon,Aug,16,23:11:03,2021,6573286,,,,4631,,
,,,724,Fri,Aug,,6,21:43:51,2021,847179,,,,VCB43,
,,,725,Thu,Aug,12,10:30:52,2021,9937023,,,,4030,,
,,,726,Sun,Aug,,8,10:07:31,2021,506614,,,,VCB43,
,,,727,Fri,Aug,20,19:00:34,2021,1731263,,,,4519,,
,,,728,Sat,Aug,14,02:48:59,2021,1084601,,,,4544,,
,,,729,Mon,Aug,,2,21:20:18,2021,2552719,,,,,
,,,730,Tue,Aug,,3,15:56:44,2021,2890131,,,,,
,,,731,Fri,Aug,13,12:39:24,2021,9857238,,,,4989,,
,,,732,Sun,Aug,,1,02:03:31,2021,8309956,,,,,
,,,733,Sun,Aug,,1,09:46:51,2021,2456501,,,,,
,,,734,Thu,Aug,19,18:52:28,2021,9848677,,,,4570,,
,,,735,Fri,Jul,30,21:43:09,2021,8816903,,,,4134,,
,,,736,Fri,Aug,13,11:34:11,2021,7407633,,,,4071,,
,,,737,Fri,Aug,20,10:56:47,2021,849886,,,,,,
,,,738,Wed,Aug,,4,23:43:50,2021,993101,,,,VCB43,
,,,739,Wed,Aug,18,19:20:30,2021,5510650,,,,4153,,
,,,740,Fri,Aug,20,10:12:20,2021,7751215,,,,4219,,
,,,741,Sun,Aug,,1,10:30:28,2021,9488458,,,,,
,,,742,Thu,Jul,29,20:09:29,2021,3016951,,,,4149,,
,,,743,Sat,Aug,,7,04:47:13,2021,3412902,,,,,
,,,744,Sat,Aug,14,10:44:52,2021,5938269,,,,4574,,
,,,745,Fri,Aug,20,09:20:23,2021,301048,,,,,,
,,,746,Tue,Aug,10,10:29:34,2021,2514884,,,,4532,,
,,,747,Wed,Aug,,4,10:50:57,2021,8714572,,,,,
,,,748,Mon,Aug,16,23:40:52,2021,4912460,,,,4219,,
,,,749,Sun,Aug,22,17:40:41,2021,7326275,,,,5003,,
,,,750,Fri,Jul,30,01:26:02,2021,6209351,,,,4209,,
,,,751,Tue,Aug,17,14:18:58,2021,6287098,,,,4736,,
,,,752,Sun,Aug,15,09:47:19,2021,2931553,,,,4733,,
,,,753,Tue,Aug,17,11:25:17,2021,8625410,,,,4387,,
,,,754,Tue,Aug,17,22:51:38,2021,5641360,,,,4303,,
,,,755,Sat,Aug,,7,17:49:27,2021,7136026,,,,,
,,,756,Thu,Jul,29,13:29:13,2021,9549273,,,,4661,,
,,,757,Sat,Jul,31,15:42:55,2021,8618426,,,,4539,,
,,,758,Tue,Aug,17,09:02:03,2021,6668114,,,,4373,,
,,,759,Thu,Aug,,5,14:56:52,2021,7979453,,,,,
,,,760,Wed,Aug,11,16:03:47,2021,9590322,,,,4405,,
,,,761,Sun,Aug,,1,13:41:36,2021,1662925,,,,,
,,,762,Fri,Aug,,6,22:09:07,2021,3391660,,,,,
,,,763,Tue,Aug,10,06:38:40,2021,5925569,,,,4712,,
,,,764,Tue,Aug,,3,01:50:31,2021,7938310,,,,,
,,,765,Mon,Aug,16,04:04:28,2021,2629303,,,,4256,,
,,,766,Fri,Aug,13,03:05:26,2021,8548942,,,,4575,,
,,,767,Wed,Aug,,4,01:27:59,2021,5563110,,,,,
,,,768,Tue,Aug,17,19:01:51,2021,4896720,,,,4631,,
,,,769,Fri,Aug,,6,09:27:38,2021,2227372,,,,,
,,,770,Thu,Jul,29,18:22:20,2021,9240446,,,,4421,,
,,,771,Thu,Aug,12,05:07:24,2021,3633085,,,,4911,,
,,,772,Fri,Aug,,6,16:18:11,2021,4895267,,,,,
,,,773,Wed,Aug,11,18:47:56,2021,75485,,,,,VCB43,
,,,774,Sun,Aug,,8,11:08:50,2021,8400110,,,,,
,,,775,Thu,Aug,19,16:40:11,2021,1593910,,,,4249,,
,,,776,Mon,Aug,,9,18:43:19,2021,6058069,,,,,
,,,777,Mon,Aug,16,02:22:25,2021,8805422,,,,4282,,
,,,778,Wed,Aug,18,08:26:17,2021,5997015,,,,4182,,
,,,779,Wed,Aug,,4,07:46:02,2021,8327281,,,,,
,,,780,Thu,Aug,12,02:38:19,2021,9894489,,,,4326,,
,,,781,Sat,Aug,,7,11:24:33,2021,2013779,,,,,
,,,782,Wed,Aug,18,06:35:33,2021,8081131,,,,4671,,
,,,783,Wed,Aug,,4,07:01:24,2021,4715776,,,,,
,,,784,Wed,Aug,18,01:20:23,2021,6715322,,,,4749,,
,,,785,Fri,Aug,20,21:30:21,2021,1517271,,,,4015,,
,,,786,Fri,Aug,,6,05:35:59,2021,7848466,,,,,
,,,787,Sat,Aug,,7,00:04:31,2021,8613201,,,,,
,,,788,Tue,Aug,,3,21:53:21,2021,3663181,,,,,
