,Number of axles,Tollplaza id,Tollplaza code
925,2,4054,PC7E79FA0
926,2,4833,PC71A1452
927,2,4284,PC0DB49FD
928,4,4348,PCD66314D
929,2,4617,PC7758F89
930,4,4909,PCDED6F20
931,2,4301,PC540E129
932,4,4160,PC6DC0ACF
933,2,4856,PC7C042B7
934,2,4317,PC0DC6CAB
935,2,4172,PC1A43FB7
936,2,4695,PC4A5D62F
937,2,4737,PCED7EAFE
938,2,4601,PCC932802
939,4,4862,PC3BDDA71
940,4,4907,PCCEEF65A
941,4,4615,PC1ECBA39
942,2,4879,PCC90A061
943,2,4764,PCF6B0D12
944,2,4519,PC92A6471
945,4,4185,PC7F5C566
946,2,4669,PC36675CE
947,2,4013,PCE5BA2CE
948,2,4533,PC8DA1D3B
949,2,4293,PC2A27502
950,2,4129,PCA6127FF
951,2,4493,PC124B4C0
952,2,4750,PCD987A9D
953,2,4909,PCDED6F20
954,2,4017,PCC090C3A
955,2,4693,PCB4CDDA5
956,2,4600,PCB99E8F9
957,2,4519,PC92A6471
958,2,4270,PC8F72158
959,2,4832,PC34ECAB5
960,2,4560,PC5030572
961,2,4636,PCDECFC74
962,4,4433,PC1DEB043
963,4,4630,PCA26D872
964,2,4448,PC19F3DBB
965,4,4624,PCDF73A3C
966,2,4922,PC785D63F
967,2,4376,PCA283923
968,2,4724,PC3DE08BF
969,2,4600,PCB99E8F9
970,4,4177,PC9194382
971,4,4822,PCD1EB220
972,2,4756,PC8AEC6E8
973,4,4073,PCA3797CA
974,2,4902,PC425C6EC
975,2,4482,PCB6A16D7
976,2,4989,PC7D7AE48
977,4,4611,PC2EBEAB9
978,4,4060,PC481C9F9
979,2,4981,PC6B14C5D
980,4,4103,PC2B868A9
981,2,4653,PC1CE4935
982,4,4620,PC43973F9
983,2,4345,PCAC01231
984,2,4496,PC3FD65C8
985,2,4828,PCF712D1A
986,2,4535,PC1BC7FA5
987,2,4242,PCECC4DE2
988,2,4949,PC86E9EB7
989,2,4242,PCECC4DE2
990,4,4885,PC5083F35
991,4,4833,PC71A1452
992,4,4100,PCC6DD8D5
993,2,4395,PC6F25DF0
994,2,4267,PCE51C5C7
995,2,4097,PCB1B5BEC
996,2,4646,PC3F8C42B
997,2,4780,PC0A717C4
998,2,4473,PC51FDD60
999,2,4631,PCFFF6463
1000,2,4532,PC8DD921E
1001,4,4524,PCF8BB245
1002,2,4317,PC0DC6CAB
1003,2,4989,PC7D7AE48
1004,2,4023,PC77793DF
1005,2,4288,PC12AA919
1006,2,4296,PCA24C1E1
1007,4,4927,PC2D22627
1008,2,4440,PCBE1B45D
1009,2,4376,PCA283923
1010,4,4332,PC3B258E9
1011,4,4724,PC3DE08BF
1012,2,4121,PCEC57A8E
1013,2,4749,PC65C93B7
1014,2,4640,PCC993FB3
1015,4,4103,PC2B868A9
1016,4,4335,PC76935F9
1017,2,4458,PCECEBBFA
1018,2,4432,PC4CBEFF5
1019,2,4052,PC25E70B7
1020,2,4070,PCEECA8B2
1021,4,4812,PC22D9C6D
1022,2,4871,PC397AFA3
1023,4,4712,PC94168A2
1024,2,4960,PC6A1BCA4
1025,2,4261,PC84FFC9D
1026,2,4678,PCD175301
1027,4,4555,PC06A0237
1028,4,4623,PCAA67227
1029,2,4420,PCFDB2950
1030,2,4063,PC7667A3E
1031,4,4627,PCA965149
1032,2,4183,PCF5E7754
1033,4,4585,PCF3AE602
1034,2,4666,PCE8CBA37
1035,2,4842,PC16F5A24
1036,2,4391,PCCFD9AB6
1037,2,4202,PC65AA714
1038,2,4386,PC948D5B2
1039,2,4886,PC4D892D7
1040,2,4063,PC7667A3E
1041,2,4624,PCDF73A3C
1042,2,4101,PCCC8F243
1043,2,4418,PCF6EECB2
1044,2,4141,PC13CB69B
1045,2,4613,PCEBBFFB5
1046,2,4171,PC36C9AE8
1047,2,4365,PC0F226DF
1048,2,4240,PC72FE04B
1049,4,4359,PCB27CFF1
1050,2,4522,PC0A326BE
1051,2,4745,PC6397888
1052,2,4737,PCED7EAFE
1053,2,4285,PCB524A9F
1054,2,4892,PC7AA5B2F
1055,2,4352,PC99B9343
1056,2,4182,PC5EBB0FA
1057,2,4611,PC2EBEAB9
1058,4,4925,PCE5E04A2
1059,4,4376,PCA283923
1060,2,4812,PC22D9C6D
1061,2,4974,PCDEB8E32
1062,2,4107,PC7607A5D
1063,2,4853,PC214FB8E
1064,4,4856,PC7C042B7
1065,2,4473,PC51FDD60
1066,2,4003,PC83F544D
1067,2,4284,PC0DB49FD
1068,2,4176,PC11E9595
1069,2,4438,PC665A28E
1070,2,4110,PCF891CEB
1071,4,4730,PC7DC0964
1072,2,4576,PC394C979
1073,4,4820,PCC30C735
1074,4,4184,PC43A5E42
1075,2,4282,PCCE002E5
1076,2,4435,PC3E78C17
1077,2,4921,PCA70760B
1078,4,4750,PCD987A9D
1079,2,4954,PCA276EBB
1080,4,4321,PC591BDF7
1081,2,4358,PC32FB72C
1082,2,4434,PCA491459
1083,4,4760,PC161AC8D
1084,2,4764,PCF6B0D12
1085,2,4917,PCD8C66B1
1086,2,4853,PC214FB8E
1087,2,4194,PC96AD1EB
1088,2,4817,PCFF02057
1089,2,4924,PCE3427C5
1090,4,4571,PC2308E9E
1091,2,4528,PC1269226
1092,2,4052,PC25E70B7
1093,4,4060,PC481C9F9
1094,2,4093,PC951FE7E
1095,2,4187,PCF8D98DC
1096,2,4603,PC485BE5B
1097,2,4223,PCA37D114
1098,4,4913,PC685427C
1099,4,4702,PCDBC3AC9
1100,2,4058,PC3415EA4
1101,2,4151,PC0AB2B55
1102,2,4594,PC59414DA
1103,2,4601,PCC932802
1104,2,4129,PCA6127FF
1105,2,4406,PC7A54E18
1106,2,4834,PCB228987
1107,2,4517,PC9AF321D
1108,4,4954,PCA276EBB
1109,2,4443,PCC139BD8
1110,2,4299,PCAD3B9BC
1111,4,4867,PC5A6D86E
1112,2,4382,PCB7341F4
1113,4,4551,PCCA5979C
1114,2,4034,PCFC754C7
1115,2,4928,PC16E79D4
1116,4,4575,PC84D9FC1
1117,2,4310,PCC08F8BB
1118,2,4398,PCE60D320
1119,2,4525,PCF64B519
1120,2,4005,PCB3DF742
1121,2,4484,PCEF56843
1122,4,4711,PC340B4DE
1123,4,4372,PC1E0F3B6
1124,2,4237,PC51D1059
1125,4,4327,PC16F59EC
1126,2,4525,PCF64B519
1127,2,4414,PC40BD0F3
1128,2,4759,PC4A6C6D9
1129,2,4308,PC94E7A96
1130,2,4041,PCB566359
1131,2,4715,PCFA0E4C0
1132,4,4546,PCEF3EBBC
1133,2,4452,PC8C7C5D7
1134,4,4425,PC41B834E
1135,2,4571,PC2308E9E
1136,2,4131,PC4C9B108
1137,2,4286,PC12BE494
1138,4,4270,PC8F72158
1139,4,4305,PCF4DA5CE
1140,2,4992,PCFF0FEB0
1141,4,4154,PC2C2EF9E
1142,2,4143,PC5F47DCF
1143,2,4641,PCAA9F518
1144,4,4177,PC9194382
1145,4,4192,PC74F6341
1146,2,4619,PC2EFBBE0
1147,2,4114,PC4CD2B81
1148,2,4586,PC4A40D50
1149,2,4473,PC51FDD60
1150,2,4924,PCE3427C5
1151,2,4534,PCAD9E1F9
1152,4,4219,PC40E6113
1153,2,4574,PCC1F6F13
1154,2,4282,PCCE002E5
1155,2,4045,PCE952492
1156,2,4135,PCC943ECD
1157,4,4189,PC7655FC1
1158,4,4246,PC95F5F6B
1159,2,4067,PC1CCD955
1160,2,4799,PCC3A370A
1161,2,4086,PC23E470D
1162,2,4770,PC9082A17
1163,2,4126,PC74CE451
1164,2,4776,PC6906524
1165,4,4501,PC5D41947
1166,2,4747,PC5E524A1
1167,4,4200,PCBA86754
1168,4,4788,PC00AE965
1169,4,4830,PC12EEFE0
1170,2,4090,PC1EE951B
1171,2,4122,PC8ED616E
1172,4,4941,PCA6403C1
1173,2,4417,PC208F9BB
1174,4,4567,PC2C5C1F3
1175,2,4968,PC251D4C1
1176,4,4157,PC7305E43
1177,2,4119,PC9EBEDB5
1178,2,4452,PC8C7C5D7
1179,2,4799,PCC3A370A
1180,2,4754,PC99AE725
1181,2,4310,PCC08F8BB
1182,4,4086,PC23E470D
1183,2,4454,PC94C0945
1184,2,4602,PC0D3474E
1185,2,4367,PC8D90EF0
1186,2,4745,PC6397888
1187,2,4078,PC8473A64
1188,4,4914,PC2F353E1
1189,4,4068,PC55432DA
1190,2,4924,PCE3427C5
1191,4,4028,PCE75C5C8
1192,2,4905,PCE1EA438
1193,4,4094,PC53A52CB
1194,2,4737,PCED7EAFE
1195,2,4922,PC785D63F
1196,4,4377,PC4AC8EAD
1197,2,4751,PCD33B3C9
1198,2,4724,PC3DE08BF
1199,2,4451,PCF95BF53
1200,4,4788,PC00AE965
1201,2,4999,PCE976BA1
1202,4,4580,PC48664B7
1203,4,4737,PCED7EAFE
1204,2,4109,PC7057B6A
1205,2,4334,PCCB383F8
1206,2,4757,PC126524C
1207,2,4430,PC52EA95D
1208,2,4595,PC64281F6
1209,4,4654,PCBA5D8AB
1210,4,4690,PC45CC19A
1211,2,4618,PC8F4AF85
1212,2,4902,PC425C6EC
1213,4,4189,PC7655FC1
1214,2,4268,PC6CC51DA
1215,2,4930,PC22F748B
1216,2,4330,PCBD023A3
1217,2,4562,PC4C95CA2
1218,2,4177,PC9194382
1219,4,4777,PCB1132AC
1220,4,4706,PCD8D5094
1221,2,4003,PC83F544D
1222,4,4942,PCD51A740
1223,2,4434,PCA491459
1224,2,4676,PC9798721
1225,2,4584,PC1085B78
1226,2,4145,PC5FBE4B8
1227,2,4877,PC155D90A
1228,4,4653,PC1CE4935
1229,2,4320,PC40C93B0
1230,2,4652,PC74A3585
1231,4,4892,PC7AA5B2F
1232,2,4381,PC9DD9DCD
1233,2,4283,PC953B572
1234,2,4475,PCCC0D001
1235,2,4548,PC4486317
1236,2,4226,PCDC5C9E2
1237,4,4114,PC4CD2B81
1238,2,4657,PCC591410
1239,2,4772,PC7368097
1240,2,4348,PCD66314D
1241,2,4057,PC4B0DCD2
1242,4,4874,PC9F481D4
1243,2,4325,PC8FC83B3
1244,2,4140,PC5D4821F
1245,2,4666,PCE8CBA37
1246,2,4989,PC7D7AE48
1247,2,4317,PC0DC6CAB
1248,2,4843,PC400DFFE
1249,2,4462,PCE29AA1A
1250,4,4769,PC10C50DC
1251,4,4900,PCFE8B604
1252,2,4902,PC425C6EC
1253,2,4177,PC9194382
1254,2,4656,PC63844BC
1255,2,4268,PC6CC51DA
1256,2,4548,PC4486317
1257,4,4175,PC08EA270
1258,2,4690,PC45CC19A
1259,2,4000,PC69C7DF3
1260,2,4907,PCCEEF65A
1261,2,4756,PC8AEC6E8
1262,4,4188,PCDB12C82
1263,2,4200,PCBA86754
1264,2,4055,PCA06B2F1
1265,2,4372,PC1E0F3B6
1266,2,4802,PCBDD55F1
1267,4,4065,PC3B514E2
1268,4,4613,PCEBBFFB5
1269,4,4694,PCBCF42C2
1270,2,4615,PC1ECBA39
1271,2,4089,PC3CCA187
1272,2,4428,PCB616FAD
1273,4,4729,PC5170BF4
1274,2,4662,PCB2463CF
1275,2,4302,PCBA83119
1276,2,4122,PC8ED616E
1277,2,4737,PCED7EAFE
1278,4,4565,PC388BB83
1279,2,4852,PC68969FB
1280,2,4776,PC6906524
1281,2,4168,PCBC064F8
1282,2,4282,PCCE002E5
1283,2,4239,PCA185B1A
1284,2,4705,PC174C464
1285,2,4832,PC34ECAB5
1286,2,4486,PC3AF69A3
1287,2,4575,PC84D9FC1
1288,2,4307,PC87D90FE
1289,2,4246,PC95F5F6B
1290,2,4836,PCE78024A
1291,4,4697,PCFDB2BA6
1292,2,4206,PCAC34A40
1293,2,4589,PC1477DC9
1294,2,4426,PCC0E943C
1295,2,4829,PCEC030F2
1296,2,4751,PCD33B3C9
1297,4,4946,PCCF18BAF
1298,2,4397,PCB070250
1299,2,4407,PC7FEC2CE
1300,4,4421,PCED2DB6F
1301,2,4963,PC704EF75
1302,4,4375,PCAE085FE
1303,2,4432,PC4CBEFF5
1304,2,4076,PC47B8825
1305,2,4931,PC3D30AD0
1306,2,4400,PC3BD7D63
1307,4,4348,PCD66314D
1308,2,4051,PC3B970F2
1309,4,4223,PCA37D114
1310,2,4852,PC68969FB
1311,2,4213,PCDD316EB
1312,4,4622,PCF31BD97
1313,2,4859,PC685B3B1
1314,2,4159,PC5631507
1315,2,4953,PC1E2B07E
1316,2,4415,PC5E202FC
1317,2,4694,PCBCF42C2
1318,2,4159,PC5631507
1319,2,4184,PC43A5E42
1320,4,4018,PCCB2657A
1321,2,4989,PC7D7AE48
1322,4,4548,PC4486317
1323,2,4081,PCC825DB2
1324,4,4312,PC8D40B22
1325,2,4131,PC4C9B108
1326,4,4753,PC6AA246E
1327,2,4617,PC7758F89
1328,2,4628,PC34C1DCB
1329,2,4026,PC2CE9851
1330,2,4624,PCDF73A3C
1331,2,4565,PC388BB83
1332,2,4389,PC7688C61
1333,2,4017,PCC090C3A
1334,2,4354,PC0671DD4
1335,2,4837,PCA10FFA0
1336,2,4274,PC88EA64E
1337,2,4594,PC59414DA
1338,2,4084,PC71D433F
1339,4,4172,PC1A43FB7
1340,2,4845,PCEEC0DB3
1341,4,4340,PC3A6DBC9
1342,2,4007,PCDF9F773
1343,2,4850,PC4061987
1344,2,4827,PC7D68CD9
1345,2,4965,PCA0BAE0F
1346,4,4151,PC0AB2B55
1347,4,4401,PC0606D6A
1348,2,4078,PC8473A64
1349,2,4384,PC59A33DE
1350,4,4079,PCF1366ED
1351,2,4264,PC9DFEBB0
1352,2,4425,PC41B834E
1353,2,4993,PC0F0AB4E
1354,2,4980,PCBD5C822
1355,2,4686,PCD6E5E77
1356,2,4010,PC3A7AACB
1357,2,4163,PC95B4E03
1358,2,4243,PCC4F7DCE
1359,2,4717,PC44877F1
1360,2,4458,PCECEBBFA
1361,2,4609,PC1551C8E
1362,2,4842,PC16F5A24
1363,2,4411,PC3AA93E6
1364,2,4152,PCF6F4CA1
1365,2,4639,PC879E7AB
1366,2,4614,PC08910B7
1367,2,4691,PCFAB001F
1368,4,4251,PCB30E45F
1369,2,4314,PC7E9E8F3
1370,2,5005,PC408264D
1371,2,4686,PCD6E5E77
1372,2,4771,PC71FE98A
1373,2,4385,PC148C815
1374,4,4529,PC3FAA264
1375,2,4573,PC4D8469D
1376,4,4426,PCC0E943C
1377,4,4095,PC3E1512A
1378,2,4071,PCDBBCB68
1379,2,4562,PC4C95CA2
1380,4,4812,PC22D9C6D
1381,2,4035,PC1B1D964
1382,4,4001,PC58105BF
1383,4,4871,PC397AFA3
1384,4,4861,PC670F1AC
1385,2,4389,PC7688C61
1386,2,4015,PC524833E
1387,2,4065,PC3B514E2
1388,4,4667,PCD540B2F
1389,2,4465,PCA227C6B
1390,4,4658,PC1A58039
1391,4,4464,PC7C8FDDB
1392,2,4758,PCCE12794
1393,2,4222,PC15EC378
1394,2,4616,PCE6675F9
1395,2,4736,PC6A65941
1396,4,4262,PCCB12F8C
1397,2,4320,PC40C93B0
1398,2,4912,PC526B1EC
1399,2,4108,PC7C55512
1400,2,4774,PCEBE834B
1401,2,4902,PC425C6EC
1402,2,4951,PCE9CE23F
1403,2,4587,PC576A3BA
1404,2,4748,PCF2ECD29
1405,2,4812,PC22D9C6D
1406,2,4263,PCD6DBA1D
1407,4,4895,PC37F171A
1408,4,4229,PCD0DDD3D
1409,2,4291,PCD411AEF
1410,2,4484,PCEF56843
1411,4,4219,PC40E6113
1412,2,4656,PC63844BC
1413,2,4092,PC40C2E00
1414,2,4100,PCC6DD8D5
1415,2,4261,PC84FFC9D
1416,2,4241,PC7241796
1417,4,4014,PCF14D1E3
1418,2,4681,PCBEB4D23
1419,2,4390,PC983A913
1420,2,4012,PCEF5C190
1421,2,4690,PC45CC19A
1422,2,4940,PC8AB18BE
1423,4,4511,PCFBEFA9E
1424,4,4994,PC09C5F59
1425,4,4351,PC4E572D8
1426,2,4394,PCD3A817A
1427,2,4442,PC05C2F86
1428,2,4542,PC3E57E3D
1429,2,4523,PC0005AC7
1430,2,4081,PCC825DB2
1431,2,4639,PC879E7AB
1432,2,4274,PC88EA64E
1433,2,4195,PC308070B
1434,2,4075,PC2125618
1435,2,4814,PCAFD913A
1436,2,4905,PCE1EA438
1437,4,4273,PC0EF5BA6
1438,2,4362,PC670999C
1439,2,4611,PC2EBEAB9
1440,2,4352,PC99B9343
1441,4,4035,PC1B1D964
1442,2,4734,PCE4C5D8E
1443,4,4105,PC43919D1
1444,2,4361,PC2E0C888
1445,2,4450,PC0B2B03E
1446,4,4694,PCBCF42C2
1447,2,4714,PC9B747F8
1448,2,4246,PC95F5F6B
1449,2,4480,PC9A343F9
1450,2,4916,PC62AF885
1451,2,4880,PC5A27CDE
1452,2,4773,PCE62BBA9
1453,2,4013,PCE5BA2CE
1454,2,4970,PCA154C84
1455,4,4015,PC524833E
1456,4,4420,PCFDB2950
1457,2,4310,PCC08F8BB
1458,2,4128,PCC0E7E2A
1459,2,4253,PC82A16E6
1460,2,4538,PCDE5402C
1461,2,5006,PC7A260F1
1462,4,4146,PCF91266E
1463,4,4443,PCC139BD8
1464,2,4482,PCB6A16D7
1465,2,4486,PC3AF69A3
1466,2,4370,PC70B7987
1467,2,4155,PC9042B3F
1468,2,4591,PCC9875AC
1469,4,4445,PC796A888
1470,2,4584,PC1085B78
1471,2,4315,PC6E0962A
1472,2,4636,PCDECFC74
1473,2,4660,PCB86D2E1
1474,2,4124,PC3338D42
1475,2,4698,PC8BCEB19
1476,4,4178,PC8417B09
1477,2,4056,PC9FBBA67
1478,2,4314,PC7E9E8F3
1479,4,4652,PC74A3585
1480,2,4575,PC84D9FC1
1481,2,4816,PCB500A9F
1482,4,4950,PC4F71E72
1483,2,4469,PC120EEFD
1484,2,4102,PC8C9B099
1485,4,4426,PCC0E943C
1486,2,4268,PC6CC51DA
1487,2,4562,PC4C95CA2
1488,2,4023,PC77793DF
1489,2,4891,PC57036DA
1490,4,4956,PCB7040B7
1491,2,4550,PC21A1833
1492,2,4687,PC52E7369
1493,2,4050,PC822E359
1494,4,4054,PC7E79FA0
1495,2,4623,PCAA67227
1496,2,4506,PCB24B68E
1497,2,4478,PCB02917E
1498,4,4296,PCA24C1E1
1499,2,4372,PC1E0F3B6
1500,2,4675,PCE49911B
1501,2,4244,PC9F3C86B
1502,2,4571,PC2308E9E
1503,2,4557,PC6C80A46
1504,2,4403,PCCAFA3BB
1505,2,4459,PCD9CAD56
1506,2,4772,PC7368097
1507,2,4405,PC70CA955
1508,4,4391,PCCFD9AB6
1509,2,4186,PC922BA3E
1510,2,4327,PC16F59EC
1511,2,4380,PC905B5D4
1512,2,4575,PC84D9FC1
1513,4,4595,PC64281F6
1514,2,4522,PC0A326BE
1515,2,4590,PC912F5CB
1516,4,4262,PCCB12F8C
1517,2,4622,PCF31BD97
1518,2,4259,PCBB65EF4
1519,2,4131,PC4C9B108
1520,2,4249,PC6D2FAD0
1521,2,4723,PC20BD6E6
1522,4,4789,PCBE8B2AB
1523,2,4975,PC818101A
1524,2,4188,PCDB12C82
1525,2,4799,PCC3A370A
1526,2,4899,PC4967767
1527,2,4953,PC1E2B07E
1528,2,4340,PC3A6DBC9
1529,2,4652,PC74A3585
1530,2,4732,PCD83DE25
1531,2,4488,PC19D06B0
1532,2,4228,PC4F78F1B
1533,2,4424,PC51E7EF8
1534,2,4607,PC0885606
1535,2,4047,PC6D105CF
1536,4,4900,PCFE8B604
1537,2,4124,PC3338D42
1538,2,4305,PCF4DA5CE
1539,4,4378,PC074E6A8
1540,2,4336,PCD30AB50
1541,2,4203,PC5295A46
1542,2,4567,PC2C5C1F3
1543,4,4790,PC2387B02
1544,2,4517,PC9AF321D
1545,2,4583,PC0567192
1546,4,4900,PCFE8B604
1547,2,4467,PCF5E0389
1548,4,4527,PC59A0CB2
1549,2,5009,PC70886EC
1550,2,4654,PCBA5D8AB
1551,2,4749,PC65C93B7
1552,2,4704,PC47FBB07
1553,4,4238,PCE0A2A2F
1554,2,4198,PCB0994D1
1555,2,4345,PCAC01231
1556,2,4842,PC16F5A24
1557,2,4565,PC388BB83
1558,2,4373,PC8806694
1559,2,4005,PCB3DF742
1560,2,4620,PC43973F9
1561,2,4980,PCBD5C822
1562,2,4306,PC5D6563A
1563,2,4050,PC822E359
1564,2,4544,PC1893678
1565,2,4077,PCF40C389
1566,2,4941,PCA6403C1
1567,2,4439,PC845CEA6
1568,2,4600,PCB99E8F9
1569,2,4686,PCD6E5E77
1570,2,4397,PCB070250
1571,4,4811,PCBF83C7A
1572,2,4905,PCE1EA438
1573,4,4478,PCB02917E
1574,2,4751,PCD33B3C9
1575,2,4882,PC8616CD8
1576,4,4928,PC16E79D4
1577,2,4958,PC8A8976A
1578,2,4788,PC00AE965
1579,2,4025,PC5ABB8E4
1580,2,4172,PC1A43FB7
1581,2,4837,PCA10FFA0
1582,2,4200,PCBA86754
1583,2,4471,PC7E4F42A
1584,2,4835,PC4645718
1585,2,4753,PC6AA246E
1586,2,4961,PC92C5115
1587,2,4708,PC82D2552
1588,2,4139,PC924C594
1589,2,4114,PC4CD2B81
1590,2,4221,PC90AAFDA
1591,4,4027,PCE7A4F34
1592,2,4001,PC58105BF
1593,2,4061,PC3A63A79
1594,2,4301,PC540E129
1595,4,4825,PC8B8C482
1596,4,4321,PC591BDF7
1597,2,4192,PC74F6341
1598,2,4823,PC89A3BCF
1599,4,4738,PC06E9A80
1600,2,4421,PCED2DB6F
1601,2,4040,PCB335328
1602,2,4672,PC03AE86F
1603,4,4971,PC0BD172F
1604,2,4710,PCE17C964
1605,2,4968,PC251D4C1
1606,4,4811,PCBF83C7A
1607,2,4926,PCCBCFEDE
1608,2,4537,PC10C700F
1609,2,4934,PC3ED26A2
1610,2,4821,PC67D349A
1611,2,4976,PC5149039
1612,2,4518,PCC7B407A
1613,2,4033,PC783B5FC
1614,2,4081,PCC825DB2
1615,2,4556,PC18C31F6
1616,4,4270,PC8F72158
1617,2,4723,PC20BD6E6
1618,2,4379,PC87C8BC4
1619,2,4916,PC62AF885
1620,2,4794,PC4E1366E
1621,2,4386,PC948D5B2
1622,2,4656,PC63844BC
1623,4,4907,PCCEEF65A
1624,2,4987,PCF4A9637
1625,4,4051,PC3B970F2
1626,2,4131,PC4C9B108
1627,4,4164,PC578D797
1628,4,4899,PC4967767
1629,2,4609,PC1551C8E
1630,4,4187,PCF8D98DC
1631,2,4042,PC5D4DE09
1632,2,4158,PCAA68777
1633,2,4229,PCD0DDD3D
1634,2,4889,PC3547FAD
1635,2,4662,PCB2463CF
1636,2,4532,PC8DD921E
1637,2,4239,PCA185B1A
1638,2,4842,PC16F5A24
1639,2,4866,PC3137434
1640,2,4370,PC70B7987
1641,4,4911,PCBEF8EE1
1642,4,4508,PC385C6E7
1643,2,4838,PCEECD973
1644,2,4019,PC63FF017
1645,2,4405,PC70CA955
1646,2,4679,PC88494D0
1647,2,4812,PC22D9C6D
1648,2,4131,PC4C9B108
1649,2,4930,PC22F748B
1650,2,4815,PC19C02F1
1651,2,4171,PC36C9AE8
1652,2,4246,PC95F5F6B
1653,2,4925,PCE5E04A2
1654,4,4746,PC0514825
1655,2,4074,PCCAFD014
1656,2,4521,PCD2C9ECF
1657,2,4812,PC22D9C6D
1658,4,4986,PC9787B8A
1659,2,4554,PC23BA77A
1660,2,4282,PCCE002E5
1661,2,4507,PC11DCA73
1662,4,4920,PC42A3AB0
1663,4,4286,PC12BE494
1664,2,4359,PCB27CFF1
1665,2,4884,PC3FB1BB6
1666,4,4366,PC09D71DF
1667,2,4661,PC1585DF2
1668,2,4003,PC83F544D
1669,4,4694,PCBCF42C2
1670,4,4263,PCD6DBA1D
1671,4,4569,PC20129F9
1672,2,4351,PC4E572D8
1673,4,4310,PCC08F8BB
1674,2,4446,PC7F1A5B9
1675,4,4041,PCB566359
1676,2,4334,PCCB383F8
1677,2,4187,PCF8D98DC
1678,2,4344,PC417B8DF
1679,4,4208,PC1E49F6B
1680,2,4514,PC374C341
1681,4,4446,PC7F1A5B9
1682,2,4632,PCC1FFE5B
1683,2,4306,PC5D6563A
1684,2,4919,PC7A3A5CF
1685,4,4730,PC7DC0964
1686,2,4478,PCB02917E
1687,4,4253,PC82A16E6
1688,2,4048,PC1FE6483
1689,2,4181,PC4457F74
1690,2,4243,PCC4F7DCE
1691,2,4332,PC3B258E9
1692,2,4507,PC11DCA73
1693,2,4527,PC59A0CB2
1694,2,4229,PCD0DDD3D
1695,2,4594,PC59414DA
1696,2,4294,PC867796D
1697,2,4438,PC665A28E
1698,2,4175,PC08EA270
1699,2,4700,PC14E538A
1700,2,4641,PCAA9F518
1701,2,4300,PC666483B
1702,2,4923,PC8A7A22A
1703,4,4147,PC4D2C5A7
1704,2,4537,PC10C700F
1705,2,4500,PC548BDC0
1706,2,4131,PC4C9B108
1707,2,4805,PC1A161AA
1708,2,4094,PC53A52CB
1709,2,4718,PC81E83B9
1710,2,4450,PC0B2B03E
1711,4,4265,PC5B2AFFA
1712,2,4658,PC1A58039
1713,2,4242,PCECC4DE2
1714,4,4812,PC22D9C6D
1715,2,4646,PC3F8C42B
1716,4,4091,PC2E099B4
1717,2,4491,PCA52F720
1718,4,4293,PC2A27502
1719,2,4728,PC07BF95F
1720,2,4410,PC6EFC03B
1721,2,4343,PC0F6325D
1722,2,4298,PC3E474F6
1723,4,4270,PC8F72158
1724,2,4936,PC7157CF3
1725,4,4491,PCA52F720
1726,2,4418,PCF6EECB2
1727,2,4444,PC4D84BFC
1728,2,4413,PC6C88C27
1729,2,4943,PC0A5DC1F
1730,4,4568,PCA8A783A
1731,2,4913,PC685427C
1732,2,4937,PCD30D908
1733,2,4278,PC4847214
1734,4,4642,PC17D596F
1735,2,4822,PCD1EB220
1736,2,4150,PCC8441A8
1737,2,4351,PC4E572D8
1738,2,4136,PCA579A65
1739,2,4684,PCA76178F
1740,2,4005,PCB3DF742
1741,2,4846,PCBABD060
1742,2,4065,PC3B514E2
1743,4,4370,PC70B7987
1744,4,4383,PC4BFE950
1745,2,4543,PC74F5EBA
1746,2,4748,PCF2ECD29
1747,2,4238,PCE0A2A2F
1748,2,4950,PC4F71E72
1749,4,4500,PC548BDC0
1750,4,4909,PCDED6F20
1751,4,4726,PCF6540C0
1752,2,4258,PCAC64E67
1753,2,4262,PCCB12F8C
1754,2,4449,PCAACD453
1755,2,4328,PC3777B8E
1756,4,4178,PC8417B09
1757,4,4256,PC9DD0BBD
1758,2,4945,PC95BD14B
1759,4,4586,PC4A40D50
1760,2,4289,PCF621E92
1761,2,4166,PCE450C55
1762,2,4471,PC7E4F42A
1763,2,4406,PC7A54E18
1764,2,4785,PC787D664
1765,2,4671,PCCAAFB48
1766,2,4797,PCE2D63A7
1767,2,4345,PCAC01231
1768,2,4261,PC84FFC9D
1769,2,4897,PCAB2FA02
1770,2,4897,PCAB2FA02
1771,2,4168,PCBC064F8
1772,2,4086,PC23E470D
1773,2,4618,PC8F4AF85
1774,2,4963,PC704EF75
1775,2,4971,PC0BD172F
1776,2,4081,PCC825DB2
1777,2,4168,PCBC064F8
1778,2,4224,PCD83983A
1779,2,4596,PC6558A56
1780,2,4838,PCEECD973
1781,2,4578,PC90D44D0
1782,2,4560,PC5030572
1783,2,4474,PCFEAE55E
1784,2,4391,PCCFD9AB6
1785,2,4789,PCBE8B2AB
1786,2,4262,PCCB12F8C
1787,2,4586,PC4A40D50
1788,2,4379,PC87C8BC4
1789,2,4852,PC68969FB
1790,2,4321,PC591BDF7
1791,2,4915,PC86B0D7B
1792,4,4931,PC3D30AD0
1793,4,4980,PCBD5C822
1794,2,4584,PC1085B78
1795,4,4889,PC3547FAD
1796,4,4837,PCA10FFA0
1797,2,4554,PC23BA77A
1798,2,4880,PC5A27CDE
